Dummy_Name,Biological_Name
gene_11351,MUC20
gene_11352,MUC21
gene_11353,MUC2
gene_11354,MUC4
gene_11355,MUC5B
gene_11356,MUC6
gene_11357,MUC7
gene_11358,MUCL1
gene_11359,MUDENG
gene_11360,MUL1
gene_11361,MUM1L1
gene_11362,MUM1
gene_11363,MURC
gene_11364,MUS81
gene_11365,MUSK
gene_11366,MUSTN1
gene_11367,MUTED
gene_11368,MUTYH
gene_11369,MUT
gene_11370,MVD
gene_11371,MVK
gene_11372,MVP
gene_11373,MX1
gene_11374,MX2
gene_11375,MXD1
gene_11376,MXD3
gene_11377,MXD4
gene_11378,MXI1
gene_11379,MXRA5
gene_11380,MXRA7
gene_11381,MXRA8
gene_11382,MYADML2
gene_11383,MYADML
gene_11384,MYADM
gene_11385,MYBBP1A
gene_11386,MYBL1
gene_11387,MYBL2
gene_11388,MYBPC1
gene_11389,MYBPC2
gene_11390,MYBPC3
gene_11391,MYBPHL
gene_11392,MYBPH
gene_11393,MYB
gene_11394,MYCBP2
gene_11395,MYCBPAP
gene_11396,MYCBP
gene_11397,MYCL1
gene_11398,MYCNOS
gene_11399,MYCN
gene_11400,MYCT1
gene_11401,MYC
gene_11402,MYD88
gene_11403,MYEF2
gene_11404,MYEOV2
gene_11405,MYEOV
gene_11406,MYF5
gene_11407,MYF6
gene_11408,MYH10
gene_11409,MYH11
gene_11410,MYH13
gene_11411,MYH14
gene_11412,MYH15
gene_11413,MYH16
gene_11414,MYH1
gene_11415,MYH2
gene_11416,MYH3
gene_11417,MYH4
gene_11418,MYH6
gene_11419,MYH7B
gene_11420,MYH7
gene_11421,MYH8
gene_11422,MYH9
gene_11423,MYL10
gene_11424,MYL12A
gene_11425,MYL12B
gene_11426,MYL1
gene_11427,MYL2
gene_11428,MYL3
gene_11429,MYL4
gene_11430,MYL5
gene_11431,MYL6B
gene_11432,MYL6
gene_11433,MYL7
gene_11434,MYL9
gene_11435,MYLIP
gene_11436,MYLK2
gene_11437,MYLK3
gene_11438,MYLK4
gene_11439,MYLK
gene_11440,MYLPF
gene_11441,MYNN
gene_11442,MYO10
gene_11443,MYO15A
gene_11444,MYO15B
gene_11445,MYO16
gene_11446,MYO18A
gene_11447,MYO18B
gene_11448,MYO19
gene_11449,MYO1A
gene_11450,MYO1B
gene_11451,MYO1C
gene_11452,MYO1D
gene_11453,MYO1E
gene_11454,MYO1F
gene_11455,MYO1G
gene_11456,MYO1H
gene_11457,MYO3A
gene_11458,MYO3B
gene_11459,MYO5A
gene_11460,MYO5B
gene_11461,MYO5C
gene_11462,MYO6
gene_11463,MYO7A
gene_11464,MYO7B
gene_11465,MYO9A
gene_11466,MYO9B
gene_11467,MYOCD
gene_11468,MYOC
gene_11469,MYOD1
gene_11470,MYOF
gene_11471,MYOG
gene_11472,MYOM1
gene_11473,MYOM2
gene_11474,MYOM3
gene_11475,MYOT
gene_11476,MYOZ1
gene_11477,MYOZ2
gene_11478,MYOZ3
gene_11479,MYPN
gene_11480,MYPOP
gene_11481,MYRIP
gene_11482,MYSM1
gene_11483,MYST1
gene_11484,MYST2
gene_11485,MYST3
gene_11486,MYST4
gene_11487,MYT1L
gene_11488,MYT1
gene_11489,MZF1
gene_11490,N4BP1
gene_11491,N4BP2L1
gene_11492,N4BP2L2
gene_11493,N4BP2
gene_11494,N4BP3
gene_11495,N6AMT1
gene_11496,N6AMT2
gene_11497,NAA10
gene_11498,NAA11
gene_11499,NAA15
gene_11500,NAA16
gene_11501,NAA20
gene_11502,NAA25
gene_11503,NAA30
gene_11504,NAA35
gene_11505,NAA38
gene_11506,NAA40
gene_11507,NAA50
gene_11508,NAAA
gene_11509,NAALAD2
gene_11510,NAALADL1
gene_11511,NAALADL2
gene_11512,NAB1
gene_11513,NAB2
gene_11514,NACA2
gene_11515,NACAD
gene_11516,NACAP1
gene_11517,NACA
gene_11518,NACC1
gene_11519,NACC2
gene_11520,NADK
gene_11521,NADSYN1
gene_11522,NAE1
gene_11523,NAF1
gene_11524,NAGA
gene_11525,NAGK
gene_11526,NAGLU
gene_11527,NAGPA
gene_11528,NAGS
gene_11529,NAIF1
gene_11530,NAIP
gene_11531,NALCN
gene_11532,NAMPT
gene_11533,NANOG
gene_11534,NANOS1
gene_11535,NANOS2
gene_11536,NANOS3
gene_11537,NANP
gene_11538,NANS
gene_11539,NAP1L1
gene_11540,NAP1L2
gene_11541,NAP1L3
gene_11542,NAP1L4
gene_11543,NAP1L5
gene_11544,NAP1L6
gene_11545,NAPA
gene_11546,NAPB
gene_11547,NAPEPLD
gene_11548,NAPG
gene_11549,NAPRT1
gene_11550,NAPSA
gene_11551,NAPSB
gene_11552,NARFL
gene_11553,NARF
gene_11554,NARG2
gene_11555,NARS2
gene_11556,NARS
gene_11557,NASP
gene_11558,NAT10
gene_11559,NAT14
gene_11560,NAT15
gene_11561,NAT1
gene_11562,NAT2
gene_11563,NAT6
gene_11564,NAT8B
gene_11565,NAT8L
gene_11566,NAT8
gene_11567,NAT9
gene_11568,NAV1
gene_11569,NAV2
gene_11570,NAV3
gene_11571,NBAS
gene_11572,NBEAL1
gene_11573,NBEAL2
gene_11574,NBEA
gene_11575,NBL1
gene_11576,NBLA00301
gene_11577,NBN
gene_11578,NBPF10
gene_11579,NBPF14
gene_11580,NBPF15
gene_11581,NBPF16
gene_11582,NBPF1
gene_11583,NBPF22P
gene_11584,NBPF3
gene_11585,NBPF4
gene_11586,NBPF6
gene_11587,NBPF7
gene_11588,NBPF9
gene_11589,NBR1
gene_11590,NBR2
gene_11591,NCALD
gene_11592,NCAM1
gene_11593,NCAM2
gene_11594,NCAN
gene_11595,NCAPD2
gene_11596,NCAPD3
gene_11597,NCAPG2
gene_11598,NCAPG
gene_11599,NCAPH2
gene_11600,NCAPH
gene_11601,NCBP1
gene_11602,NCBP2
gene_11603,NCCRP1
gene_11604,NCDN
gene_11605,NCEH1
gene_11606,NCF1B
gene_11607,NCF1C
gene_11608,NCF1
gene_11609,NCF2
gene_11610,NCF4
gene_11611,NCK1
gene_11612,NCK2
gene_11613,NCKAP1L
gene_11614,NCKAP1
gene_11615,NCKAP5L
gene_11616,NCKAP5
gene_11617,NCKIPSD
gene_11618,NCLN
gene_11619,NCL
gene_11620,NCOA1
gene_11621,NCOA2
gene_11622,NCOA3
gene_11623,NCOA4
gene_11624,NCOA5
gene_11625,NCOA6
gene_11626,NCOA7
gene_11627,NCOR1
gene_11628,NCOR2
gene_11629,NCR1
gene_11630,NCR2
gene_11631,NCR3
gene_11632,NCRNA00028
gene_11633,NCRNA00029
gene_11634,NCRNA00032
gene_11635,NCRNA00051
gene_11636,NCRNA00052
gene_11637,NCRNA00081
gene_11638,NCRNA00085
gene_11639,NCRNA00086
gene_11640,NCRNA00087
gene_11641,NCRNA00092
gene_11642,NCRNA00093
gene_11643,NCRNA00094
gene_11644,NCRNA00095
gene_11645,NCRNA00099
gene_11646,NCRNA00105
gene_11647,NCRNA00107
gene_11648,NCRNA00110
gene_11649,NCRNA00111
gene_11650,NCRNA00112
gene_11651,NCRNA00113
gene_11652,NCRNA00114
gene_11653,NCRNA00115
gene_11654,NCRNA00116
gene_11655,NCRNA00119
gene_11656,NCRNA00120
gene_11657,NCRNA00152
gene_11658,NCRNA00157
gene_11659,NCRNA00158
gene_11660,NCRNA00159
gene_11661,NCRNA00160
gene_11662,NCRNA00161
gene_11663,NCRNA00162
gene_11664,NCRNA00164
gene_11665,NCRNA00167
gene_11666,NCRNA00169
gene_11667,NCRNA00171
gene_11668,NCRNA00173
gene_11669,NCRNA00174
gene_11670,NCRNA00175
gene_11671,NCRNA00176
gene_11672,NCRNA00181
gene_11673,NCRNA00182
gene_11674,NCRNA00183
gene_11675,NCRNA00185
gene_11676,NCRNA00188
gene_11677,NCRNA00189
gene_11678,NCRNA00200
gene_11679,NCRNA00201
gene_11680,NCRNA00202
gene_11681,NCRNA00203
gene_11682,NCRNA00204B
gene_11683,NCRNA00207
gene_11684,NCRNA00219
gene_11685,NCRNA00230B
gene_11686,NCRNA00235
gene_11687,NCS1
gene_11688,NCSTN
gene_11689,NDC80
gene_11690,NDE1
gene_11691,NDEL1
gene_11692,NDFIP1
gene_11693,NDFIP2
gene_11694,NDNL2
gene_11695,NDN
gene_11696,NDOR1
gene_11697,NDP
gene_11698,NDRG1
gene_11699,NDRG2
gene_11700,NDRG3
gene_11701,NDRG4
gene_11702,NDST1
gene_11703,NDST2
gene_11704,NDST3
gene_11705,NDST4
gene_11706,NDUFA10
gene_11707,NDUFA11
gene_11708,NDUFA12
gene_11709,NDUFA13
gene_11710,NDUFA1
gene_11711,NDUFA2
gene_11712,NDUFA3
gene_11713,NDUFA4L2
gene_11714,NDUFA4
gene_11715,NDUFA5
gene_11716,NDUFA6
gene_11717,NDUFA7
gene_11718,NDUFA8
gene_11719,NDUFA9
gene_11720,NDUFAB1
gene_11721,NDUFAF1
gene_11722,NDUFAF2
gene_11723,NDUFAF3
gene_11724,NDUFAF4
gene_11725,NDUFB10
gene_11726,NDUFB11
gene_11727,NDUFB1
gene_11728,NDUFB2
gene_11729,NDUFB3
gene_11730,NDUFB4
gene_11731,NDUFB5
gene_11732,NDUFB6
gene_11733,NDUFB7
gene_11734,NDUFB8
gene_11735,NDUFB9
gene_11736,NDUFC1
gene_11737,NDUFC2
gene_11738,NDUFS1
gene_11739,NDUFS2
gene_11740,NDUFS3
gene_11741,NDUFS4
gene_11742,NDUFS5
gene_11743,NDUFS6
gene_11744,NDUFS7
gene_11745,NDUFS8
gene_11746,NDUFV1
gene_11747,NDUFV2
gene_11748,NDUFV3
gene_11749,NEAT1
gene_11750,NEBL
gene_11751,NEB
gene_11752,NECAB1
gene_11753,NECAB2
gene_11754,NECAB3
gene_11755,NECAP1
gene_11756,NECAP2
gene_11757,NEDD1
gene_11758,NEDD4L
gene_11759,NEDD4
gene_11760,NEDD8
gene_11761,NEDD9
gene_11762,NEFH
gene_11763,NEFL
gene_11764,NEFM
gene_11765,NEGR1
gene_11766,NEIL1
gene_11767,NEIL2
gene_11768,NEIL3
gene_11769,NEK10
gene_11770,NEK11
gene_11771,NEK1
gene_11772,NEK2
gene_11773,NEK3
gene_11774,NEK4
gene_11775,NEK5
gene_11776,NEK6
gene_11777,NEK7
gene_11778,NEK8
gene_11779,NEK9
gene_11780,NELF
gene_11781,NELL1
gene_11782,NELL2
gene_11783,NENF
gene_11784,NEO1
gene_11785,NES
gene_11786,NET1
gene_11787,NETO1
gene_11788,NETO2
gene_11789,NEU1
gene_11790,NEU2
gene_11791,NEU3
gene_11792,NEU4
gene_11793,NEURL1B
gene_11794,NEURL2
gene_11795,NEURL3
gene_11796,NEURL4
gene_11797,NEURL
gene_11798,NEUROD1
gene_11799,NEUROD2
gene_11800,NEUROD4
gene_11801,NEUROD6
gene_11802,NEUROG1
gene_11803,NEUROG2
gene_11804,NEUROG3
gene_11805,NEXN
gene_11806,NF1P1
gene_11807,NF1
gene_11808,NF2
gene_11809,NFAM1
gene_11810,NFASC
gene_11811,NFAT5
gene_11812,NFATC1
gene_11813,NFATC2IP
gene_11814,NFATC2
gene_11815,NFATC3
gene_11816,NFATC4
gene_11817,NFE2L1
gene_11818,NFE2L2
gene_11819,NFE2L3
gene_11820,NFE2
gene_11821,NFIA
gene_11822,NFIB
gene_11823,NFIC
gene_11824,NFIL3
gene_11825,NFIX
gene_11826,NFKB1
gene_11827,NFKB2
gene_11828,NFKBIA
gene_11829,NFKBIB
gene_11830,NFKBID
gene_11831,NFKBIE
gene_11832,NFKBIL1
gene_11833,NFKBIL2
gene_11834,NFKBIZ
gene_11835,NFRKB
gene_11836,NFS1
gene_11837,NFU1
gene_11838,NFX1
gene_11839,NFXL1
gene_11840,NFYA
gene_11841,NFYB
gene_11842,NFYC
gene_11843,NGB
gene_11844,NGDN
gene_11845,NGEF
gene_11846,NGFRAP1
gene_11847,NGFR
gene_11848,NGF
gene_11849,NGLY1
gene_11850,NGRN
gene_11851,NHEDC1
gene_11852,NHEDC2
gene_11853,NHEG1
gene_11854,NHEJ1
gene_11855,NHLH1
gene_11856,NHLH2
gene_11857,NHLRC1
gene_11858,NHLRC2
gene_11859,NHLRC3
gene_11860,NHLRC4
gene_11861,NHP2L1
gene_11862,NHP2
gene_11863,NHSL1
gene_11864,NHSL2
gene_11865,NHS
gene_11866,NICN1
gene_11867,NID1
gene_11868,NID2
gene_11869,NIF3L1
gene_11870,NINJ1
gene_11871,NINJ2
gene_11872,NINL
gene_11873,NIN
gene_11874,NIP7
gene_11875,NIPA1
gene_11876,NIPA2
gene_11877,NIPAL1
gene_11878,NIPAL2
gene_11879,NIPAL3
gene_11880,NIPAL4
gene_11881,NIPBL
gene_11882,NIPSNAP1
gene_11883,NIPSNAP3A
gene_11884,NIPSNAP3B
gene_11885,NISCH
gene_11886,NIT1
gene_11887,NIT2
gene_11888,NKAIN1
gene_11889,NKAIN2
gene_11890,NKAIN3
gene_11891,NKAIN4
gene_11892,NKAPL
gene_11893,NKAP
gene_11894,NKD1
gene_11895,NKD2
gene_11896,NKG7
gene_11897,NKIRAS1
gene_11898,NKIRAS2
gene_11899,NKPD1
gene_11900,NKRF
gene_11901,NKTR
gene_11902,NKX1-2
gene_11903,NKX2-1
gene_11904,NKX2-2
gene_11905,NKX2-3
gene_11906,NKX2-4
gene_11907,NKX2-5
gene_11908,NKX2-6
gene_11909,NKX2-8
gene_11910,NKX3-1
gene_11911,NKX3-2
gene_11912,NKX6-1
gene_11913,NKX6-2
gene_11914,NKX6-3
gene_11915,NLE1
gene_11916,NLGN1
gene_11917,NLGN2
gene_11918,NLGN3
gene_11919,NLGN4X
gene_11920,NLGN4Y
gene_11921,NLK
gene_11922,NLN
gene_11923,NLRC3
gene_11924,NLRC4
gene_11925,NLRC5
gene_11926,NLRP10
gene_11927,NLRP11
gene_11928,NLRP12
gene_11929,NLRP13
gene_11930,NLRP14
gene_11931,NLRP1
gene_11932,NLRP2
gene_11933,NLRP3
gene_11934,NLRP4
gene_11935,NLRP5
gene_11936,NLRP6
gene_11937,NLRP7
gene_11938,NLRP8
gene_11939,NLRP9
gene_11940,NLRX1
gene_11941,NMBR
gene_11942,NMB
gene_11943,NMD3
gene_11944,NME1-NME2
gene_11945,NME1
gene_11946,NME2P1
gene_11947,NME2
gene_11948,NME3
gene_11949,NME4
gene_11950,NME5
gene_11951,NME6
gene_11952,NME7
gene_11953,NMI
gene_11954,NMNAT1
gene_11955,NMNAT2
gene_11956,NMNAT3
gene_11957,NMRAL1
gene_11958,NMS
gene_11959,NMT1
gene_11960,NMT2
gene_11961,NMUR1
gene_11962,NMUR2
gene_11963,NMU
gene_11964,NNAT
gene_11965,NNMT
gene_11966,NNT
gene_11967,NOB1
gene_11968,NOBOX
gene_11969,NOC2L
gene_11970,NOC3L
gene_11971,NOC4L
gene_11972,NOD1
gene_11973,NOD2
gene_11974,NODAL
gene_11975,NOG
gene_11976,NOL10
gene_11977,NOL11
gene_11978,NOL12
gene_11979,NOL3
gene_11980,NOL4
gene_11981,NOL6
gene_11982,NOL7
gene_11983,NOL8
gene_11984,NOL9
gene_11985,NOLC1
gene_11986,NOM1
gene_11987,NOMO1
gene_11988,NOMO2
gene_11989,NOMO3
gene_11990,NONO
gene_11991,NOP10
gene_11992,NOP14
gene_11993,NOP16
gene_11994,NOP2
gene_11995,NOP56
gene_11996,NOP58
gene_11997,NOS1AP
gene_11998,NOS1
gene_11999,NOS2
gene_12000,NOS3
gene_12001,NOSIP
gene_12002,NOSTRIN
gene_12003,NOTCH1
gene_12004,NOTCH2NL
gene_12005,NOTCH2
gene_12006,NOTCH3
gene_12007,NOTCH4
gene_12008,NOTO
gene_12009,NOTUM
gene_12010,NOVA1
gene_12011,NOVA2
gene_12012,NOV
gene_12013,NOX1
gene_12014,NOX3
gene_12015,NOX4
gene_12016,NOX5
gene_12017,NOXA1
gene_12018,NOXO1
gene_12019,NPAS1
gene_12020,NPAS2
gene_12021,NPAS3
gene_12022,NPAS4
gene_12023,NPAT
gene_12024,NPBWR1
gene_12025,NPBWR2
gene_12026,NPB
gene_12027,NPC1L1
gene_12028,NPC1
gene_12029,NPC2
gene_12030,NPDC1
gene_12031,NPEPL1
gene_12032,NPEPPS
gene_12033,NPFFR1
gene_12034,NPFFR2
gene_12035,NPFF
gene_12036,NPHP1
gene_12037,NPHP3
gene_12038,NPHP4
gene_12039,NPHS1
gene_12040,NPHS2
gene_12041,NPIPL3
gene_12042,NPIP
gene_12043,NPLOC4
gene_12044,NPL
gene_12045,NPM1
gene_12046,NPM2
gene_12047,NPM3
gene_12048,NPNT
gene_12049,NPPA
gene_12050,NPPB
gene_12051,NPPC
gene_12052,NPR1
gene_12053,NPR2
gene_12054,NPR3
gene_12055,NPRL2
gene_12056,NPRL3
gene_12057,NPSR1
gene_12058,NPS
gene_12059,NPTN
gene_12060,NPTX1
gene_12061,NPTX2
gene_12062,NPTXR
gene_12063,NPVF
gene_12064,NPW
gene_12065,NPY1R
gene_12066,NPY2R
gene_12067,NPY5R
gene_12068,NPY6R
gene_12069,NPY
gene_12070,NQO1
gene_12071,NQO2
gene_12072,NR0B1
gene_12073,NR0B2
gene_12074,NR1D1
gene_12075,NR1D2
gene_12076,NR1H2
gene_12077,NR1H3
gene_12078,NR1H4
gene_12079,NR1I2
gene_12080,NR1I3
gene_12081,NR2C1
gene_12082,NR2C2AP
gene_12083,NR2C2
gene_12084,NR2E1
gene_12085,NR2E3
gene_12086,NR2F1
gene_12087,NR2F2
gene_12088,NR2F6
gene_12089,NR3C1
gene_12090,NR3C2
gene_12091,NR4A1
gene_12092,NR4A2
gene_12093,NR4A3
gene_12094,NR5A1
gene_12095,NR5A2
gene_12096,NR6A1
gene_12097,NRADDP
gene_12098,NRAP
gene_12099,NRARP
gene_12100,NRAS
gene_12101,NRBF2
gene_12102,NRBP1
gene_12103,NRBP2
gene_12104,NRCAM
gene_12105,NRD1
gene_12106,NRF1
gene_12107,NRG1
gene_12108,NRG2
gene_12109,NRG3
gene_12110,NRG4
gene_12111,NRGN
gene_12112,NRIP1
gene_12113,NRIP2
gene_12114,NRIP3
gene_12115,NRK
gene_12116,NRL
gene_12117,NRM
gene_12118,NRN1L
gene_12119,NRN1
gene_12120,NRP1
gene_12121,NRP2
gene_12122,NRSN1
gene_12123,NRSN2
gene_12124,NRTN
gene_12125,NRXN1
gene_12126,NRXN2
gene_12127,NRXN3
gene_12128,NSA2
gene_12129,NSD1
gene_12130,NSDHL
gene_12131,NSFL1C
gene_12132,NSF
gene_12133,NSL1
gene_12134,NSMAF
gene_12135,NSMCE1
gene_12136,NSMCE2
gene_12137,NSMCE4A
gene_12138,NSUN2
gene_12139,NSUN3
gene_12140,NSUN4
gene_12141,NSUN5P1
gene_12142,NSUN5P2
gene_12143,NSUN5
gene_12144,NSUN6
gene_12145,NSUN7
gene_12146,NT5C1A
gene_12147,NT5C1B
gene_12148,NT5C2
gene_12149,NT5C3L
gene_12150,NT5C3
gene_12151,NT5C
gene_12152,NT5DC1
gene_12153,NT5DC2
gene_12154,NT5DC3
gene_12155,NT5E
gene_12156,NT5M
gene_12157,NTAN1
gene_12158,NTF3
gene_12159,NTF4
gene_12160,NTHL1
gene_12161,NTM
gene_12162,NTN1
gene_12163,NTN3
gene_12164,NTN4
gene_12165,NTN5
gene_12166,NTNG1
gene_12167,NTNG2
gene_12168,NTRK1
gene_12169,NTRK2
gene_12170,NTRK3
gene_12171,NTSR1
gene_12172,NTSR2
gene_12173,NTS
gene_12174,NUAK1
gene_12175,NUAK2
gene_12176,NUB1
gene_12177,NUBP1
gene_12178,NUBP2
gene_12179,NUBPL
gene_12180,NUCB1
gene_12181,NUCB2
gene_12182,NUCKS1
gene_12183,NUDCD1
gene_12184,NUDCD2
gene_12185,NUDCD3
gene_12186,NUDC
gene_12187,NUDT10
gene_12188,NUDT11
gene_12189,NUDT12
gene_12190,NUDT13
gene_12191,NUDT14
gene_12192,NUDT15
gene_12193,NUDT16L1
gene_12194,NUDT16P1
gene_12195,NUDT16
gene_12196,NUDT17
gene_12197,NUDT18
gene_12198,NUDT19
gene_12199,NUDT1
gene_12200,NUDT21
gene_12201,NUDT22
gene_12202,NUDT2
gene_12203,NUDT3
gene_12204,NUDT4
gene_12205,NUDT5
gene_12206,NUDT6
gene_12207,NUDT7
gene_12208,NUDT8
gene_12209,NUDT9P1
gene_12210,NUDT9
gene_12211,NUF2
gene_12212,NUFIP1
gene_12213,NUFIP2
gene_12214,NUMA1
gene_12215,NUMBL
gene_12216,NUMB
gene_12217,NUP107
gene_12218,NUP133
gene_12219,NUP153
gene_12220,NUP155
gene_12221,NUP160
gene_12222,NUP188
gene_12223,NUP205
gene_12224,NUP210L
gene_12225,NUP210
gene_12226,NUP214
gene_12227,NUP35
gene_12228,NUP37
gene_12229,NUP43
gene_12230,NUP50
gene_12231,NUP54
gene_12232,NUP62CL
gene_12233,NUP62
gene_12234,NUP85
gene_12235,NUP88
gene_12236,NUP93
gene_12237,NUP98
gene_12238,NUPL1
gene_12239,NUPL2
gene_12240,NUPR1
gene_12241,NUS1
gene_12242,NUSAP1
gene_12243,NUTF2
gene_12244,NVL
gene_12245,NWD1
gene_12246,NXF1
gene_12247,NXF2B
gene_12248,NXF2
gene_12249,NXF3
gene_12250,NXF4
gene_12251,NXF5
gene_12252,NXNL1
gene_12253,NXNL2
gene_12254,NXN
gene_12255,NXPH1
gene_12256,NXPH2
gene_12257,NXPH3
gene_12258,NXPH4
gene_12259,NXT1
gene_12260,NXT2
gene_12261,NYNRIN
gene_12262,NYX
gene_12263,OAF
gene_12264,OAS1
gene_12265,OAS2
gene_12266,OAS3
gene_12267,OASL
gene_12268,OAT
gene_12269,OAZ1
gene_12270,OAZ2
gene_12271,OAZ3
gene_12272,OBFC1
gene_12273,OBFC2A
gene_12274,OBFC2B
gene_12275,OBP2A
gene_12276,OBP2B
gene_12277,OBSCN
gene_12278,OBSL1
gene_12279,OC90
gene_12280,OCA2
gene_12281,OCEL1
gene_12282,OCIAD1
gene_12283,OCIAD2
gene_12284,OCLM
gene_12285,OCLN
gene_12286,OCM2
gene_12287,OCM
gene_12288,OCRL
gene_12289,ODAM
gene_12290,ODC1
gene_12291,ODF1
gene_12292,ODF2L
gene_12293,ODF2
gene_12294,ODF3B
gene_12295,ODF3L1
gene_12296,ODF3L2
gene_12297,ODF3
gene_12298,ODF4
gene_12299,ODZ1
gene_12300,ODZ2
gene_12301,ODZ3
gene_12302,ODZ4
gene_12303,OFD1
gene_12304,OGDHL
gene_12305,OGDH
gene_12306,OGFOD1
gene_12307,OGFOD2
gene_12308,OGFRL1
gene_12309,OGFR
gene_12310,OGG1
gene_12311,OGN
gene_12312,OGT
gene_12313,OIP5
gene_12314,OIT3
gene_12315,OLA1
gene_12316,OLAH
gene_12317,OLFM1
gene_12318,OLFM2
gene_12319,OLFM3
gene_12320,OLFM4
gene_12321,OLFML1
gene_12322,OLFML2A
gene_12323,OLFML2B
gene_12324,OLFML3
gene_12325,OLIG1
gene_12326,OLIG2
gene_12327,OLIG3
gene_12328,OLR1
gene_12329,OMA1
gene_12330,OMD
gene_12331,OMG
gene_12332,OMP
gene_12333,ONECUT1
gene_12334,ONECUT2
gene_12335,ONECUT3
gene_12336,OOEP
gene_12337,OPA1
gene_12338,OPA3
gene_12339,OPALIN
gene_12340,OPCML
gene_12341,OPHN1
gene_12342,OPLAH
gene_12343,OPN1LW
gene_12344,OPN1MW
gene_12345,OPN1SW
gene_12346,OPN3
gene_12347,OPN4
gene_12348,OPN5
gene_12349,OPRD1
gene_12350,OPRK1
gene_12351,OPRL1
gene_12352,OPRM1
gene_12353,OPTC
gene_12354,OPTN
gene_12355,OR10A2
gene_12356,OR10A3
gene_12357,OR10A4
gene_12358,OR10A5
gene_12359,OR10A6
gene_12360,OR10A7
gene_12361,OR10AD1
gene_12362,OR10AG1
gene_12363,OR10C1
gene_12364,OR10G2
gene_12365,OR10G3
gene_12366,OR10G4
gene_12367,OR10G7
gene_12368,OR10G8
gene_12369,OR10G9
gene_12370,OR10H1
gene_12371,OR10H2
gene_12372,OR10H3
gene_12373,OR10H4
gene_12374,OR10H5
gene_12375,OR10J1
gene_12376,OR10J3
gene_12377,OR10J5
gene_12378,OR10K1
gene_12379,OR10K2
gene_12380,OR10P1
gene_12381,OR10Q1
gene_12382,OR10R2
gene_12383,OR10S1
gene_12384,OR10T2
gene_12385,OR10V1
gene_12386,OR10W1
gene_12387,OR10X1
gene_12388,OR10Z1
gene_12389,OR11A1
gene_12390,OR11G2
gene_12391,OR11H12
gene_12392,OR11H1
gene_12393,OR11H4
gene_12394,OR11H6
gene_12395,OR11L1
gene_12396,OR12D2
gene_12397,OR12D3
gene_12398,OR13A1
gene_12399,OR13C2
gene_12400,OR13C3
gene_12401,OR13C4
gene_12402,OR13C5
gene_12403,OR13C8
gene_12404,OR13C9
gene_12405,OR13D1
gene_12406,OR13F1
gene_12407,OR13G1
gene_12408,OR13H1
gene_12409,OR13J1
gene_12410,OR14A16
gene_12411,OR14C36
gene_12412,OR14I1
gene_12413,OR14J1
gene_12414,OR1A1
gene_12415,OR1A2
gene_12416,OR1B1
gene_12417,OR1C1
gene_12418,OR1D2
gene_12419,OR1D4
gene_12420,OR1E1
gene_12421,OR1E2
gene_12422,OR1F1
gene_12423,OR1F2P
gene_12424,OR1G1
gene_12425,OR1I1
gene_12426,OR1J1
gene_12427,OR1J2
gene_12428,OR1J4
gene_12429,OR1K1
gene_12430,OR1L1
gene_12431,OR1L3
gene_12432,OR1L4
gene_12433,OR1L6
gene_12434,OR1L8
gene_12435,OR1M1
gene_12436,OR1N1
gene_12437,OR1N2
gene_12438,OR1Q1
gene_12439,OR1S1
gene_12440,OR1S2
gene_12441,OR2A12
gene_12442,OR2A14
gene_12443,OR2A1
gene_12444,OR2A25
gene_12445,OR2A2
gene_12446,OR2A4
gene_12447,OR2A5
gene_12448,OR2A7
gene_12449,OR2A9P
gene_12450,OR2AE1
gene_12451,OR2AG1
gene_12452,OR2AG2
gene_12453,OR2AK2
gene_12454,OR2AT4
gene_12455,OR2B11
gene_12456,OR2B2
gene_12457,OR2B3
gene_12458,OR2B6
gene_12459,OR2C1
gene_12460,OR2C3
gene_12461,OR2D2
gene_12462,OR2D3
gene_12463,OR2F1
gene_12464,OR2F2
gene_12465,OR2G2
gene_12466,OR2G3
gene_12467,OR2G6
gene_12468,OR2H1
gene_12469,OR2H2
gene_12470,OR2J2
gene_12471,OR2J3
gene_12472,OR2K2
gene_12473,OR2L13
gene_12474,OR2L1P
gene_12475,OR2L2
gene_12476,OR2L3
gene_12477,OR2L8
gene_12478,OR2M1P
gene_12479,OR2M2
gene_12480,OR2M3
gene_12481,OR2M4
gene_12482,OR2M5
gene_12483,OR2M7
gene_12484,OR2S2
gene_12485,OR2T10
gene_12486,OR2T11
gene_12487,OR2T12
gene_12488,OR2T1
gene_12489,OR2T27
gene_12490,OR2T29
gene_12491,OR2T2
gene_12492,OR2T33
gene_12493,OR2T34
gene_12494,OR2T35
gene_12495,OR2T3
gene_12496,OR2T4
gene_12497,OR2T5
gene_12498,OR2T6
gene_12499,OR2T8
gene_12500,OR2V2
gene_12501,OR2W1
gene_12502,OR2W3
gene_12503,OR2W5
gene_12504,OR2Y1
gene_12505,OR2Z1
gene_12506,OR3A1
gene_12507,OR3A2
gene_12508,OR3A3
gene_12509,OR3A4
gene_12510,OR4A15
gene_12511,OR4A16
gene_12512,OR4A47
gene_12513,OR4A5
gene_12514,OR4B1
gene_12515,OR4C11
gene_12516,OR4C12
gene_12517,OR4C13
gene_12518,OR4C15
gene_12519,OR4C16
gene_12520,OR4C3
gene_12521,OR4C45
gene_12522,OR4C46
gene_12523,OR4C6
